id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
7048038339,new york city,2400,apartment,1000,2,1,0,0,1,0,0,0,w/d in unit,street parking,40.6611,-73.9507,ny
7048024473,new york city,1700,apartment,800,2,1,0,0,1,0,0,0,no laundry on site,street parking,40.9402,-73.898,ny
7048024370,new york city,2200,house,1100,2,1,0,0,1,0,0,0,,,40.5956,-73.9439,ny
7048022294,new york city,1700,house,1000,2,1,0,0,1,0,0,0,,,40.5956,-73.9439,ny
7048021005,new york city,2950,apartment,1100,3,1,0,0,1,0,0,0,w/d in unit,street parking,40.6611,-73.9507,ny
7048016988,new york city,4850,apartment,1200,3,2,1,0,1,0,0,0,w/d in unit,,40.6712,-73.9594,ny
7048014473,new york city,2605,apartment,500,0,1,0,0,1,0,0,0,laundry in bldg,street parking,40.736,-73.9823,ny
7048013308,new york city,3500,loft,750,4,1,1,1,1,0,0,0,laundry in bldg,street parking,40.7055,-73.9373,ny
7048010842,new york city,3951,apartment,738,1,1,0,0,1,0,0,0,w/d in unit,,40.7778,-73.9886,ny
7048001482,new york city,4500,duplex,2000,3,2,0,0,0,0,0,0,w/d in unit,attached garage,40.7132,-73.8365,ny
7047991996,new york city,1800,apartment,900,2,1,1,1,1,1,0,0,laundry in bldg,no parking,40.7548,-73.823,ny
7047985051,new york city,3500,condo,613,0,1,1,1,0,1,1,1,laundry on site,no parking,40.7552,-73.9686,ny
7047979454,new york city,2600,apartment,800,1,1,1,1,0,0,0,0,laundry in bldg,street parking,40.7032,-73.9412,ny
7047973197,new york city,1950,apartment,1050,2,1,0,0,0,0,0,0,no laundry on site,street parking,40.907,-73.8343,ny
